"id"|"title"|"unsigned_title"|"lyric"|"rhythm_id"|"composer_id"|"singer_id"|"level_id"|"melody_id"|"create_date"|"create_by"|"update_date"|"update_by"|"status"|"music_link"
"79"|"Đêm Thành Phố Đầy Sao"|"dem thanh pho day sao"|"[Em]Tôi đang nghe tiếng sóng dòng sông
[Am]Tôi đang nghe tiếng gió ngày [C]xuân
Nghe bông [D]hoa như thương [C]ai rạo rực trên [B7]cành!

[Em]Tôi đang nghe tiếng nói của đêm
[Am]Như đang nghe tiếng hát của [C]em
Tôi đang [D]nghe , nghe con [C]tim [D]như thủy triều [Em]lên

Thành [Em]phố đêm nay [C]đầy sao
Dòng [G]sông đêm nay đầy [Bm]
Vườn nhà [Am]em , cây hoàng [D]lan bát ngát hương tỏa [G]bay [F#] 
Sương [B7]khuya nhẹ bay!

Thành [Em]phố bát ngát [C]của gió
Tình [G]yêu mênh mông của [Bm]mây
Được ngày [Am]vui , không thể [D]quên những tháng năm [G]ngược xuôi
[Am]Mơ về chân [C]trời , [D]thành phố của [Em]tôi!

[Em]Khi đi xa rất nhớ dòng sông
[Am]Đi đâu xa cũng nhớ về [C]em
Em đang [D]đi , đi bên [C]sông chở đầy nắng [B7]hồng

[Em]Đêm nay nghe tiếng sóng biển Đông
[Am]Nghe trăm năm khúc hát mười [C]năm
Tôi đang [D]nghe , tôi đang [C]nghe [D]nghe rõ đời [Em]tôi!

Thành [Em]phố cho em [C]tuổi thơ
Dòng [G]sông cho em mộng [Bm]mơ
Và tình [Am]yêu , như mùa [D]xuân ấm áp [G]trên cành mai,[F#] Trong [B7]đêm ba mươi

[Em]Thành phố đêm nay [C]đầy sao
Dòng [G]sông đêm nay đầy [Bm]sao !
Được gần [Am]nhau, tâm hồn [D]như chắp cánh lên trời [G]cao [Am] 
Trong [C]ngần trong ngần , [D]cuộc sống của [Em]tôi [Am] 
Trong [C]ngần trong ngần , [D]thành phố của [Em]tôi.
"|NULL|"118"|"89"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Dem-Thanh-Pho-Day-Sao-Quang-Dung/ZWZ978CD.html"
"80"|"Đêm Thấy Ta Là Thác Đổ"|"dem thay ta la thac do"|"Một [Em]đêm bước chân về [Bm]gác nhỏ
Chợt [G]nhớ đóa hoa tường [B7]vi
Bàn [Em]tay ngắt hoa từ phố [Bm]nọ
Giờ [B7]đây đã quên vườn [Em]xưa

Một [Em]hôm bước qua thành phố [Em]lạ
Thành [Am]phố đã đi ngủ [G]chưa?
Ðời [Em]ta có khi là lá [Bm]cỏ
Ngồi [G]hát ca rất tự [B7]do

Nhiều [Em]khi bỗng như trẻ nhớ [Bm]nhà
Từ [B7]những phố xưa tôi [Em]về
Ngày [Em]xuân bước chân người rất [B7]nhẹ
Mùa [C]xuân đã qua bao [D]giờ
Nhiều [G]đêm thấy ta là thác [Em]đổ
Tỉnh [C]ra có [B7]khi còn [Em]nghe

Một [Em]hôm bước chân về giữa [Bm]chợ
Chợt [G]thấy vui như trẻ [B7]thơ
Ðời [Em]ta có khi là đóm [Bm]lửa
Một [B7]hôm nhuốm trong vườn [Em]khuya

Vườn [Em]khuya đóa hoa nào mới [Em]nở
Đời [Am]ta có ai vừa [G]qua?
Nhiều [Em]khi thấy trăm ngàn nấm [Bm]mộ
Tôi [G]nghĩ quanh đây hồ [B7]như

Ðời [Em]ta hết mong điều mới [Bm]lạ
Tôi [B7]đã sống rất ơ [Em]thờ
Lòng [Em]tôi có đôi lần khép [B7]cửa
Rồi [C]bên vết thương tôi [D]quì
Vì [G]em đã mang lời khấn [Em]nhỏ
Bỏ [C]tôi đứng [B7]bên đời [Em]kia
"|NULL|"45"|"89"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Dem-Thay-Ta-La-Thac-Do-Quang-Dung/ZWZ9787B.html"
"81"|"Đêm Trường Sơn Nhớ Bác "|"dem truong son nho bac "|"G] Đêm [D] Trường [Em] Sơn 
[G] Chúng cháu [D] nhìn [Em] trăng [D] nhìn [Em] cây 
Cảnh [G] về [Am] khuya như [B] vẽ 
Bâng [C] khuâng chúng [Am] cháu nghĩ 
[Am] Bác [B] như [Am] đã [C] đến nơi [Em] này 

[C] Ơi đêm [D] Trường [C] Sơn 
[C] Nghe [D] tiếng [Em] suối [D] trong [C] như [D] tiếng [Em] hát [D] [C] xa 
Mà [Em] ngỡ như từ Pác Bó [C] suối về [G] đây ngân nga 
[G] Âm vang [B7] Trường [G] Sơn. Âm [Am] vang [Em] Trường [Am] Sơn 
[Em] Đường Trường [G] Sơn mang bóng [Em] hình [Am] của [G] Bác 
[Am] Đường Trường [Em] Sơn chúng [G] cháu [Am] dồn [G] chân [D] bước 
Con [G] đường của [B] Bác [Am] mới đi [Em] qua 

[G] Đêm [D] Trường [Em] Sơn 
[G] Vẫn thấy [D] mùa [EM] trăng [D] ngàn [Em] xưa 
Tỏa [G] ngàn [Am] hương thương [B] nhớ 
Bâng [C] khuâng chúng cháu [Am] thấy 
[Am] Bác [B] như [Am] đang [C] đứng nơi [Em] này 

[C] Ơi đêm [D] Trường [C] Sơn
[C] Nghe [D] tiếng [Em] suối [D] trong [C] như [D] tiếng [Em] hát [D] [C] xa 
Mà [Em] ngỡ như từ Pác Bó [C] suối về [G] đây ngân nga 
[G] Âm vang [B7] Trường [G] Sơn. Âm [Am] vang [Em] Trường [Am] Sơn 
[Em] Đường Trường [G] Sơn mang bóng [Em] hình [Am] của [G] Bác 
[Am] Đường Trường [Em] Sơn chúng [G] cháu [Am] dồn [G] chân [D] bước 
Con [G] đường của [B] Bác [Am] mới đi [Em] qua "|NULL|NULL|NULL|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Dem-Truong-Son-Nho-Bac-Top-ca-Quan-Khu-7/IWZA6OO9.html"
"82"|"Điệp Khúc Mùa Xuân"|"diep khuc mua xuan"|"[Cm]Gió hắt hiu lung linh hoa vàng
Chở tia nắng về trong ánh mùa [G7]sang
Gió mãi mơn man trên đóa môi hồng
Người em yêu tìm quên trong cuộc [Cm]sống

[C]Bướm vẫn tung tăng bay la đà ,
Mặt trời mây buồn nhẹ trôi thiết [Fm]tha
Ánh mắt mơ trông nơi xa [G]vời
Chở mùa [G7]Xuân đến đem nguồn [Cm]vui

Rừng [Fm]Xuân ơi xin lặng [Cm]gió heo may
Để chim [Fm]muông quay về [Cm]với muôn cây
Tình [Fm]Xuân ơi xin dệt [Cm]mối yêu thương
Từ bao [D7]nhiêu năm tình [G]sầu muôn hướng

Này [Cm]gió hãy cuốn [Fm]từng lá rơi
Và [Bb]nắng hãy chiếu [Eb]màu thắm tươi
Cùng [Ab]những tiếng hát điệu nhạc [Fm]dâng chơi vơi
Dìu [Ab]hồn ta say trong viễn [G]khơi"|NULL|"82"|"11"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Diep-Khuc-Mua-Xuan-Dam-Vinh-Hung/IW6007CE.html"
"83"|"Điều Giản Dị"|"dieu gian di"|"Dịu dàng hạt [G]nắng đùa nhẹ trên [B7]áo
Đôi môi [Em]em gọi bao khát [Am]khao
Mắt em vời [D7]vợi đăm đắm trời [G]cao
Em mong manh [Am]tựa rừng [Am]cây trút rơi [D7]lá
Gió chiều bỗng[D7]chợt xao xuyến mãi không [G]thôi

Người yêu [E7]ơi dù mai này cách [Am]xa
Mãi mãi diệu [D7]kỳ là tình yêu chúng [G]ta
Và ta [E7]biết một [E7]điều thật giản [Am]dị
Càng xa [D7]em ta càng thấy yêu [G]em

Hội [G]ngộ rồi chia [B7]ly cuộc đời vẫn thế
Dẫu là mặt [Em]trời nồng nàn khát [Am]khao
Hay đêm [D7]mịt mù lấp lánh ngàn [G]sao
Nếu không có [Am]người cuộc đời trôi về [D7]đâu
Nếu không có [D7]người mặt đất quá hoang [G]vu

Người yêu [E7]ơi dù mai này cách [Am]xa
Mãi mãi diệu [D7]kỳ là tình yêu chúng [G]ta
Và ta [E7]biết một [Am]điều thật giản dị
Càng xa[D7]em ta càng thấy yêu [G]em
"|NULL|"120"|"119"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Dieu-Gian-Di-Tan-Minh/ZWZDW87A.html"
"84"|"Đi Về Nơi Xa"|"di ve noi xa"|"Trong [F] bóng đêm tôi [Dm] về, ôm cuộc tình lẻ [Gm] loi 
Biết [C] em về đâu mùa [Gm] hạ, hỡi [C] em về đâu mùa [Dm] đông 
Bài [Gm] thơ xưa anh [Eb] viết cho [F] em chỉ còn nỗi muộn [Bb] phiền 
Bài [Gm] thơ xưa anh [Eb] viết cho [F] em chỉ còn nỗi [Gm] đau 

Ôm [F] giá băng muôn [Dm] trùng đi tìm cuộc tình [Gm] xưa 
Lá [C] thu về đâu xào [Gm] xạc ngỡ [C] em về đây mùa [Dm] đông 
Dòng [Gm] sông xưa trôi [Eb] mãi với [F] anh chỉ còn nỗi đợi [Bb] chờ 
Gọi [Gm] em trong thương [Eb] nhớ, em [F] ơi có về nơi [Gm] đây 

Tìm đâu [Eb] thấy bước [F] chân em về nơi [Bb] này 
Dòng sông [Eb] cũ vẫn [F] trôi cô đơn anh ngồi nơi [Gm] đây 
Và em [Eb] đã bước [F] đi không còn quay [Bb] về 
Mình anh [Eb] vẫn giá [F] băng bao năm đi về nơi [Gm] xa 

Trong [F] bóng đêm tôi [Dm] về, ôm cuộc tình lẻ [Gm] loi 
Biết [C] em về đâu mùa [Gm] hạ, hỡi [C] em về đâu mùa [Dm] đông 
Bài [Gm] thơ xưa anh [Eb] viết cho [F] em chỉ còn nỗi muộn [Bb] phiền 
Bài [Gm] thơ xưa anh [Eb] viết cho [F] em chỉ còn nỗi [Gm] đau 

Ôm [F] giá băng muôn [Dm] trùng đi tìm cuộc tình [Bb] xưa 
Lá thu [Eb] về đâu [F] xào xạc ngỡ em về đây mùa [Gm] đông 
Dòng sông [Eb] xưa trôi [F] mãi với anh chỉ còn nỗi đợi [Bb] chờ 
Gọi em [Eb] trong thương [F] nhớ, em ơi có về nơi [Gm] đây 

Tìm đâu [Eb] thấy bước [F] chân em về nơi [Bb] này 
Dòng sông [Eb] cũ vẫn [F] trôi cô đơn anh ngồi nơi [Gm] đây 
Và em [Eb] đã bước [F] đi không còn quay [Bb] về 
Mình anh [Eb] vẫn giá [F] băng bao năm đi về nơi [Gm] xa
"|NULL|"121"|"12"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Di-Ve-Noi-Xa-Dan-Truong/ZWZAC6OO.html"
"85"|"Diễm Xưa"|"diem xua"|"[B7]Mưa vẫn mưa bay trên tầng tháp [E7]cổ
[Em]Dài tay em mấy thuở mắt xanh [Am]xao
[Em]Nghe lá thu mưa reo mòn gót [B7]nhỏ
Đường dài hun hút cho mắt thêm [C]sâu

[B7]Mưa vẫn hay mưa trên hàng lá [E7]nhỏ
[Em]Buổi chiều ngồi ngóng những chuyến mưa [Am]qua
[Em]Trên bước chân em âm thầm lá [B7]đổ
Chợt hồn xanh buốt cho mình xót [Em]xa

[Em]Chiều này còn mưa sao em không [Am]lại
Nhỡ mai trong cơn đau [Em]vùi
Làm sao có [Am]nhau hằn lên nỗi [B7]đau
Bước chân em xin về mau

[B7]Mưa vẫn hay mưa cho đời biển [Em]động
[Em]Làm sao em nhớ những vết chim [Am]di
[Em]Xin hãy cho mưa qua miền đất [B7]rộng
Để người phiêu lãng quên mình lãng [Em]du

[B7]Mưa vẫn hay mưa cho đời biển [Em]động
[Em]Làm sao em biết bia đá không [Am]đau
[Em]Xin hãy cho mưa qua miền đất [B7]rộng
Ngày sau sỏi đá cũng cần có [Em]nhau."|NULL|"45"|"94"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Diem-Xua-Khanh-Ly/IWZACE78.html"
"86"|"Đi Học"|"di hoc"|"Hôm [C]qua em tới [Am]trường,
mẹ [F]dắt tay từng [C]bước... ớơ...
Hôm [Am]nay mẹ lên [Em]nương,
một [F]mình em tới [C]lớp

Hương [Am]rừng thơm đồi [Em]vắng,
nước [F]suối trong thầm [C]thì
Cọ [F]xoè ô che [Dm]nắng,
râm [F]mát đường em [C]đi

Trường của em be [Am]bé,
nằm [F]lặng giữa rừng [C]cây... áa
Cô giáo em tre [Em]trẻ,
dạy em hát rất [C]hay

Hương [Am]rừng chen hương [Em]cốm,
cá dưới khe thầm [C]thì
Cọ xoè ô che [Dm]nắng,
râm mát đường em [C]đi"|NULL|NULL|"111"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Di-Hoc-Hong-Nhung/ZWZA6BDO.html"
"87"|"Đôi Bờ"|"doi bo"|"[Fm] Đêm dài qua [Bbm], dưới mưa [Eb]rơi, anh mong chờ em [Ab]tới
Cây cỏ [Ab]hoa như [Bbm]nói nên lời, [Db]anh hạnh phúc nhất [C]đời
[Fm] Lòng anh [Bbm]riêng biết có yêu em, [Eb]giữa tình đôi lứa [Ab]ta,
[Fm]Một dòng [Bbm]sông sóng nước long [C]lanh, đôi bờ đâu cách [Fm]xa

[Fm]Trên dòng [Bbm]sông, sóng đôi [Eb]nhau, thiên nga đùa trên [Ab]sóng
Bên bờ [Ab]sông ai [Bbm]sánh vai [Db]nhau, đôi đôi bước theo [C]dòng
[Fm]Mình anh [Bbm]riêng đứng ngóng trông em, [Eb]với niềm tin thiết [Ab]tha
[Fm]Một dòng [Bbm]sông sóng nước long [C]lanh, đôi bờ đâu cách [Fm]xa

[Fm]Đêm dần [Bbm]qua, ánh ban [Eb]mai đang lan tràn dâng [Ab]tới.
Trên bờ [Ab]sông soi [Bbm]bóng em [Db]dài, xa xa phía chân [C]trời.
[Fm]Mình anh [Bbm]riêng thắm thiết yêu em, [Eb]với niềm tin thiết [Ab]tha.
[Fm]Một dòng [Bbm]sông sóng nước long [C]lanh, đôi bờ đâu cách [Fm]xa…
[Fm]Mình anh [Bbm]riêng thắm thiết yêu em, [Eb]với niềm tin thiết [Ab]tha.
[Fm]Một dòng [Bbm]sông sóng nước long [C]lanh, đôi bờ đâu cách [Fm]xa…"|NULL|"41"|NULL|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Doi-bo-Tinh-ca-Nga/IWZC0ZC6.html"
"88"|"Dư Âm"|"du am"|"Đêm qua mơ [D] dáng em đang ôm [A] đàn dìu muôn tiếng [F#m] tơ
Không gian trầm [Bm] lắng như âu yếm [G] ru ai trong giấc [A] mơ
Mái tóc nhẹ rung [F#m] , trăng vờn làn [Em] gió
Yêu ai anh [F#m] nắn cung đàn đầy [A] vơi đôi mắt xa [Em] vời

Anh yêu tiếng [D] hát êm như lời [A] nguyền đẹp bao ước [F#m] mơ
Anh như lầu [Bm] vắng em như ánh [G] trăng reo muôn ý [A] thơ
Muốn nói cùng [F#m] em đôi lời trìu [Em] mến....
Tim anh băng [F#m] giá đang ngại ngùng [A7] câu năm tháng mong [D] chờ

Hẹn [G] em từ muôn kiếp [Bm] trước
Nhớ [A] [Bm] em mấy thuở bạc [A] đầu
Anh đã âu sầu vì đường [D] tơ vương [F#m] vấn [Bm]
Em để cung [Em] đàn đưa anh về [A7] đâu ?

Dư âm tiếng [D] hát reo lên trong [A] lòng anh bao nhớ [F#m] nhung
Đê mê lòng [Bm] nhớ đêm qua giấc [G] mơ môi em hé [A] rung
Anh muốn thành [F#m] mây nương nhờ làn [Em] gió
Đưa anh tới [F#m] cõi mơ hồ nào [A7] đây muôn kiếp bên [D] nàng.
"|NULL|"122"|"35"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Du-Am-Tuan-Ngoc/ZWZA08EO.html"
"89"|"Đứa Bé"|"dua be"|"[C]Trong đêm một bàn [Am]chân bước
Bé [F]xíu lang thang [C]trên đường
Ánh mắt [Am]buồn , mệt nhoài của [Em]em
Em rất [F]buồn vì em không biết [G]đi , đi về [Am]đâu

Cuộc [C]sống mưu [G]sinh chỉ làm [Am]em qua cơn đói [Em]từng ngày
Vì [F]em không cha, vì [Am]em đã mất mẹ
Thương [Dm]đau vẫn là đau [Dm]thương[C] 

Em mơ một vì [Am]sao sáng
Dẫn [F]lối em trên đường [Em]đời
Dẫu biết [Am]rằng chỉ là giấc [Em]mơ
Đã lâu [F]rồi em đã [G]không , không có tình [Am]thương
"|NULL|"123"|NULL|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Dua-Be-Hop-Ca/IWZABWUZ.html"
"90"|"Đường Đến Ngày Vinh Quang"|"duong den ngay vinh quang"|"Cùng trèo [C]lên đỉnh núi cao vời vợi
Để ta [Am]khắc tên mình trên [F]đời
Dù ta [G]biết gian nan đang chờ [E]đón
Và [Am]trái tim vẫn âm [F]thầm
Đưa bước chân tìm đến những đỉnh vinh [G]quang

Bầu trời đêm [C]nay cùng thức với muôn người
Màu cờ [Am]khát khao ghi chiến [F]công
Triệu người [G]dân mong tin những bàn [E]thắng
Lời [Am]hứa ghi trong tim [F]mình
Sẽ khắc tên vinh quang của Việt [G]Nam

Và con [F]tim ta đã ước nguyện cùng [G]nhau vai kề vai
Niềm vinh [F]quang ta chia sẻ cùng [G]nhau

Ngày [C]đó ngày đó sẽ không xa [G]xôi
Và [F]chúng ta là người chiến [E]thắng
Hồi còi [F]ngân vang như thúc giục lòng ta thêm tự [G]tin
Vượt gian [F]nan ta vưon tới những vì [G]sao

Ngày đó ngày đó sẽ không xa xôi
Và chúng ta là người chiến thắng
Đưòng [Am]đến những ngày vinh [F]quang không còn xa
Dù khó khăn vẫn [C]còn
"|NULL|"36"|"36"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Duong-Den-Ngay-Vinh-Quang-Buc-Tuong/IWZABWAZ.html"
"91"|"Em Còn Nhớ Hay Em Đã Quên"|"em con nho hay em da quen"|"Em còn [G7]nhớ hay em đã [Cm]quên?
Nhớ Sài [Ab]gòn mưa rồi chợt [Eb]nắng
Nhớ phố xưa [Fm]quen biết tên bàn [G]chân
Nhớ đèn [Ab]đường từng đêm thao [Fm]thức
Sáng che [Cm]em vòm lá me [G]xanh

Em còn [G7]nhớ hay em đã [Cm]quên?
Bên hàng [Ab]xóm đôi khi ghé [Eb]thăm
Có hai [Bb]mùa vẫn đi [Ab]về
Có [G]con [Fm]đường nằm [G]nghe nắng [Cm]mưa

Em ra [C]đi nơi này vẫn [C]thế
Lá vẫn [F]xanh trên con đường [C]nhỏ
Vườn xưa [C]vẫn có tiếng mẹ [F]ru
Có tiếng em [G]thơ
Có chút nắng [F]trong , tiếng [C]gà [G]trưa

Em còn [G7]nhớ hay em đã quên [Cm]?
Nhớ đường [Ab]dài qua cầu lại [Eb]nối
Nhớ những con [Fm]kênh nối hai giòng [G]sông
Nhớ ngựa [Ab]thồ ngoại ô xa [Fm]vắng
Nỗi xôn [Cm]xao hàng quán đêm [G]đêm

Em còn [G7]nhớ hay em đã [Cm]quên?
Trong lòng [Ab]phố mưa đêm trói [Eb]chân
Dưới hiên [Bb]nhà nước dâng [Ab]tràn
[G]Phố bỗng [Fm]là dòng [G]sông uốn [Cm]quanh

Em còn [G7]nhớ hay em đã [Cm]quên ?
Nhớ Sài [Ab]gòn những chiều ngợp [Eb]gió
Lá hát như [Fm]mưa suốt con đường [G]đi
Có mặt [Ab]đường vàng hoa như [Fm]gấm
Có không [Cm]gian màu áo bay [G]lên

Em còn [G7]nhớ hay em đã [Cm]quên ?
Khi chiều [Ab]xuống bên sông nước [Eb]lên
Én nô [Bb]đùa giữa phố [Ab]nhà
[G]Có nắng [Fn]vàng lạc [G]trên lối [Cm]đi

ĐK:
Em ra [C]đi nơi này vẫn [C]thế
Vẫn có [F]em trong tim của [C]mẹ
Thành phố [C]vẫn có những ước [F]mơ
Vẫn sống thiết [G]tha
Vẫn lấp lánh [F]hoa trên [C]đường [G]đi

Em còn [G7]nhớ hay em đã [Cm]quên ?
Nhớ Sài [Ab]gòn những chiều gặp [Eb]gỡ
Nhớ món ăn [Fm]quen nhớ ly chè [G]thơm
Nhớ bạn [Fm]bè chào nhau quen [G]tiếng
Phố em [Fm]qua gạch ngói quen [Cm]tên

Em còn [G7]nhớ hay em đã [Cm]quên ?
Quê nhà [Ab]đó bao năm có [Eb]em
Có bóng [Bb]dừa có câu [Ab]hò
[G]Có con [Fm]đò chở [G]mưa nắng [Cm]đi

Em còn [G7]nhớ hay em đã [C]quên ?
"|NULL|"45"|"94"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Em-Con-Nho-Hay-Em-Da-Quen-Khanh-Ly/ZWZFBE80.html"
"92"|"Em Là Bông Hồng Nhỏ"|"em la bong hong nho"|"Em sẽ [G]là mùa xuân của mẹ
Em sẽ [D7]là màu nắng của [G]cha
Em đến trường học bao điều [C]lạ
Môi mỉm [A7]cười là những nụ [D]hoa.

Trang sách [G]hồng nằm mơ màng ngủ
Em gối [D7]đầu lên những vần [G]thơ
Em thấy mình là hoa hồng [C]nhỏ
Bay giữa trời làm mát ngày [G]qua.
Trời mênh mông, đất hiền [C]hòa

Bàn chân [D7]em đi nhè nhẹ
Đưa em vào tình người bao la
Cây có [G]vườn bầy chim làm tổ
Sông có [D7]nguồn từ suối chảy [G]ra
Tim mỗi người là quê nhà [C]nhỏ
Tình nồng [D7]thắm như mặt trời [G]xa.
"|NULL|"45"|"111"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Em-La-Hoa-Hong-Nho-Hong-Nhung/ZWZA6BCF.html"
"93"|"Em Ơi Hà Nội Phố"|"em oi ha noi pho"|"Em ơi, Hà Nội [Cm]phố
Ta còn em mùi hoàng [D7]lan
Ta còn em mùi hoa [Gm]sữa
Con đường vắng rì rào cơn mưa [Cm]nhỏ
Ai đó chờ [D7]ai tóc xõa vai [Gm]mềm

Ta còn [Gm]em cây bàng mồ côi mùa đông
Ta còn [Cm]em nóc phố mồ côi mùa đông
Mảnh trăng mồ côi mùa [D]đông
Mùa đông năm ấy
Tiếng dương cầm trong căn nhà [Gm]đổ
Tan lễ chiều sao còn vọng tiếng chuông [D7]ngân

Ta còn [Gm]em một màu xanh thời gian
Từng [D7]chiều phai tóc em bay
Chợt nhòa, chợt [D]hiện
Người nghệ [Gm]sĩ lang thang hoài trên phố
Bỗng thấy [D7]mình chẳng nhớ nổi một con [Gm]đường

Ta còn [Gm]em hàng phố cũ rêu phong
Và [D7]từng mái ngói son yêu
Nao nao kỷ [Gm]niệm
Chiều Hồ [Gm]Tây lao xao hoài con sóng
Chợt hoàng [D7]hôn về tự bao [Gm]giờ"|NULL|"120"|"111"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Em-Oi-Ha-Noi-Pho-Hong-Nhung/ZW60FE6C.html"
"94"|"Em Và Tôi"|"em va toi"|"F]Em và [Dm]tôi, một đêm trăng [Am]sáng,
một ngày chiều [Gm]tàn.
[C7]Em - sao mai đầu non
Còn tôi - sao hôm mỗi [F]tối.
Em và [Dm]tôi, xa nhau thấy [D7]nhớ gần nhau giận [Gm]hờn
[F]Em và tôi, những tiếng ca [C7]vui, những khúc nhạc [Dm]buồn.

[F]Hát đi em hát [Gm]lên những lời trái tim
Để [F]với tiếng ca bỗng như ta gần nhau thêm.
Có tiếng [Dm]hát ai như cơn gió mát
Giọt lệ [Em]nào là dòng suối trong veo
Hay là [C7]tôi đang ở trong em đó
Như tim [Gm]em về ngủ trong tim tôi
[F]Cách xa đâu là lãng quên
Để [Dm]nhớ thương nhuộm hồng trái [F]tim.

[F]Em và [Dm]tôi, một niềm vui mới [Am]đến,
một nỗi buồn xa [Gm]xôi
[C7]Em - xôn xao niềm vui
Còn tôi - mênh mang nỗi [F]nhớ
Em và [Dm]tôi, một bông hoa sắc [D7]thắm,
một cành khô không [Gm]chồi.
Em và tôi, mỗi người một nửa cuộc đời...
Em và tôi, mỗi [C7]người một nửa cuộc [Dm]đời"|NULL|"124"|"87"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Em-Va-Toi-Thanh-Lam/IW6IBEZF.html"
"95"|"Em Về Tinh Khôi "|"em ve tinh khoi "|"Bờ vai ơi [E] đừng quá nghiêng [G#7] nghiêng
Đánh rơi buổi [C#m] chiều thơm ngát [B]
Làn môi [A] ơi đừng quá run [B7] run
Lỡ tia nắng [E] hồng tan mất

Xin âu [A] lo không về qua [E] đây
Xin thương [A] yêu dâng thành mê [E] say
Xin cho [F#7] ta nhìn ngắm lung linh
Từ [A7] đáy đôi mắt....rất [B7] trong

Bàn tay [E] em là cánh sen [G#7] thơm
Ướp trong vòng [C#m] đêm mái tóc [B]
Nụ thanh [A] xuân còn ấp e [B7] nơi
Nét xinh áo [E] lụa thơ ngây

Xin trăm [A] năm em về tinh [E] khôi
Đôi tay [A] ta dang rộng hân [E] hoan
Xin cho [F#7] ta một khắc [B7] reo ca
Vui cùng [E] em

[B7] Vì biết đâu có đôi [E] lúc em xa vời vợi
Biết đâu có đôi [A] lúc con tim nghẹn lời
Biết đâu có đôi [B7] lúc ta quên chờ đợi
Kề bên [F#7] nhau quên một chiếc [B7] hôn
Biết đâu sớm mai [E] nắng nghe phơi cuộc tình
Biết đâu sớm mai [A] gió tan cơn mộng lành
Biết đâu biết đâu [B7] đấy xin em lòng thành
Và xin [G] cất lấy trái tim [C] này... Nhớ [Am6] nhung... phút [E] giây

[B7] Vì biết đâu cánh mây [E] trắng yêu em gọi mời
Biết đâu gió tha [A] thiết mang em về trời
Biết đâu bỗng em [B7] thấy tim ta chật chội
Và em tan [F#7] đi cùng ánh [B7] sương....
Biết đâu bỗng em [E] thấy đôi chân mỏi mệt
Biết đâu bỗng em [A] thấy sông Thương cạn kiệt
Biết đâu bỗng mưa [B7] nắng gieo tim buồn phiền
Và em [G] sẽ cất cánh tung [C] trời... Hóa [Am6] thân... giấc [E] mơ

Và em [G] sẽ cất cánh phương [C] nào... thênh [D] thang... mây [E] khói. 
"|NULL|"125"|"21"|NULL|NULL|"2013-06-21"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Em-Ve-Tinh-Khoi-Lam-Truong/ZWZBZF7W.html"
