"id"|"title"|"unsigned_title"|"lyric"|"rhythm_id"|"composer_id"|"singer_id"|"level_id"|"melody_id"|"create_date"|"create_by"|"update_date"|"update_by"|"status"|"music_link"
"347"|"Chuyện Tình Mưa"|"chuyen tinh mua"|"Ngoài hiên mưa vẫn [Bm]rơi từng cơn
chỉ còn nỗi đau [Fm]nghe buồn hơn
có những [G]phút ấm áp chợt [A]ghé qua .
Nhớ ngày [Bm]nào mình sánh vai
mà giờ [Fm]tình đành nhạt phai
gió thét gào [G]nát tan lòng [A]anh. .
Tình yêu ngày xưa nay còn đâu
từng giọt nhớ mong trong lòng em
bóng tối vây kín lối nỗi đơn côi
Từng ngày từng giờ chờ trông
mặn nồng giờ là xót xa
anh mang [G]nỗi nhớ trong tim. [Bm].
Nguời yêu ơi Em nào biết [Bm]
Những nỗi [A]nhớ mong
có lẽ [D]anh quên đi bao hẹn [Bm]thề.
Từng giọt [Bm]sầu nhớ , như [Fm]chìm vào trong mơ
Cố quên [G]để rồi lại [A]nhớ thêm.
Người yêu hỡi sao giờ đây
Tình ta mãi xa
cố giấu nước mắt trên đôi mi buồn.
Nhạt nhoà hình bóng như chìm vào hư vô
Ngày qua chỉ còn em với em bên tiếng mưa [A][Bm]"|NULL|"330"|"329"|NULL|NULL|"2013-07-13"|"user1"|"2013-07-14"|"user1"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Chuyen-Tinh-Mua-Duong-Trieu-Anh/ZWZ9FCAC.html"
"348"|"Tóc Gió Thôi Bay"|"toc gio thoi bay"|"Chiều [Bm] mưa có một [Em] người con gái nhớ quê [Bm] xa vời [F#] vợi
Dòng [Em] sông giấc mơ [G] xưa một thời thiếu nữ buồn [F#7] trôi
Tuổi [D] thơ xưa đã [Em] qua, người [A7] xưa xa cách [D] xa
Còn [Em] đâu bóng quê [G] nhà trong chiều xa [F#7] vắng

Thuyền [D] xưa xuôi [Em] dòng người [A7] xưa đã có [D] chồng
Buồn [Em] vui những tháng [Bm] năm bên người yêu [G] dấu
Tóc gió thôi [A] bay những [F#m] ngày [Bm] thơ


Tình [Bm] em đóa hoa [Em] hồng lặng lẽ thơ [Bm] ngây bên [F#] thềm
Tình [Em] em như khúc [G] sông quê nhà khao khát con thuyền [F#7] xa
Tình [D] em như gió [Em] gào, tình [A7] em như sóng [D] xô
Dạt [Em] trôi đến bến [G] bờ có người mong [F#7] nhớ

Hạnh [D] phúc đợi [Em] chờ tình [A7] yêu dẫu chia [D] lìa
Dù [Em] xa nhau đóa hoa [Bm] xưa vẫn cài lên mái [G] tóc
Tóc gió thôi [A] bay những [F#m] chiều [Bm] mưa
"|NULL|"164"|"48"|NULL|NULL|"2013-07-13"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Toc-Gio-Thoi-Bay-My-Linh/ZWZAIEZU.html"
"349"|"Trao Em Trọn Tình Yêu"|"trao em tron tinh yeu"|"[D]Màn sương buông tiếng gió lay rì [A7]rào
[Em]Lòng bâng khuâng ánh [F#m]sao càng cô đơn
[G]Chìm trong mơ với tiếng [Em]đàn [F#m]như có em bên[Bm] mình
[Em]Nghe trong trái tim 1 tình [Em7]yêu đang rạo[A7] rực

[D]Em thương yêu giờ đây có biết [Em]chăng trong lòng [A7]anh
[F#m]Khao khát đang đâng [Bm]trào, lòng tha [G]thiết yêu em nồng [Em]say
[D]Hạt sương trắng trong cài lên [G]mái tóc dịu [Em]hiền
[D]Em mãi là của [A7]anh
[D]Nhìn trong [Bm]mắt em ngàn vì [F#m]sao đang lấp [G]lánh,
[Em]Sẽ mãi mãi trao [A]em trọn tình [D]yêu
"|NULL|"331"|"142"|NULL|NULL|"2013-07-13"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Trao-Em-Tron-Tinh-Yeu-Bang-Kieu/IW67AUUI.html"
"350"|"Chuyện Tình Lan Và Điệp"|"chuyen tinh lan va diep"|"Tôi kể người nghe [Dm]đời [Bb]Lan và Điệp
một chuyện tình cay đắng [F]
Lúc tuổi còn thơ [Gm]tôi vẫn thường [Gm]mộng mơ
đem viết thành bài [Dm]ca
Thuở ấy Điệp vui như bướm [D7]trắng ,say [Gm]đắm bên Lan
Lan như bông hoa ngàn [Em7], thương yêu [A7]vô vàn
nguyện thề non nước sẽ không hề [Dm]lìa tan
Chuông đổ chiều [Dm]sang chiều tan [Bb]trường về
Điệp cùng Lan chung bước [F]
Cuối nẽo đường [Gm]đi đôi bóng [A7]hẹn mùa thi
Lan khóc đời người [Dm]đi
Lần cuối gặp nhau, Lan khẽ [D7]nói , yêu [Gm]mãi nghe anh
Em yêu anh chân tình [Em7], nếu duyên không [A7]thành
Điệp ơi Lan cắt tóc quên đời [Dm]vì anh
Nhưng ai [C]có ngờ [F]lời xưa [Dm]đã chứng minh khi tình dang dở
Lan đau [Gm]buồn [A7]quá khi hay Điệp [Dm]đã đi [Bb]xây mộng gia đình
Ai nào [C]biết cho [F]ai , đời quá [C]chua cay duyên [F]đành lỡ vì ai
Bao nhiêu [Gm]niềm vui xin cũng vùi chôn [A7]từ đây
Vùi chôn từ đây [Dm]
Lỡ một cung đàn, phải chi tình [Bb]đời là vòng [F]dây oan trái
Nếu vì tình yêu [Gm]Lan có tội [A7]gì đâu sao vướng [Dm]vào sầu đau
Nàng sống mà tim như đã [D7]chết
Duyên bóng cô đơn [Gm]đôi môi xin [Em7]phai tàn
Thương thay cho nàng [A7]
Lìa xa nhân thế náu thân cửa [Dm]từ bi "|NULL|"332"|"112"|NULL|NULL|"2013-07-13"|"user1"|"2013-07-14"|"user1"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Chuyen-Tinh-Lan-Va-Diep-Cam-Ly-Quang-Linh/ZWZBW89B.html"
"351"|"Trái Tim Hoang Vu"|"trai tim hoang vu"|"[C]Đã có một ngày, [Am]một ngày như thế em vừa qua đây [F]
[G]Ngay trong tim tôi [Dm7]vốn đã hoang vu cỏ dại mọc đầy [G7]
[C]Đã có một ngày, một ngày [Am]như thế thôi
chuyện trò [Fmaj7]nghe rất vui, nụ cười [F]trong mắt ai [G]
dịu dàng [Dm7]tay nắm tay rồi em [G7]về

[C]Đã có một lần, [Am]một lần như thế em vừa qua đây [F]
[G]Ngay trong tim tôi [Dm7]vốn đă hoang vu cỏ dại mọc đầy [G]
Sao em [C]hiền như thế, sao môi cười [Am]hồn nhiên như thế
sao tôi lại [F]lòng nghe xao xuyến thế [G]
Trái [C]tim hoang vu [Am7]từng ngày từng ngày [Dm7]chờ lá thu rụng đầy [C]
Chờ bước [G]chân ai qua [Am]đợi nắng trong mưa [F]
đợi tiếng chim trong vườn [C]khuya

Trái tim hoang vu [Am7]từng ngày từng ngày [F]còn cám ơn người [C]
Nào em biết không [Dm7]từ lúc quen nhau [F]
Trong tim [Dm]tôi có chút [G]nắng mặt trời [C]
Trái [C]tim hoang vu [Am7]từng ngày từng ngày [Dm7]chờ lá thu rụng đầy [C]
Đợi bước [G]chân ai qua [Am]đợi nắng trong mưa [F]
đợi tiếng chim trong vườn [C]khuya

Trái tim hoang vu [Am7]từng ngày từng ngày [F]từng nỗi u hoài [C]
Nào em biết không [Dm7]từ lúc xa nhau [F]
Trong tim [Dm]tôi cỏ dại [G]lại mọc đầy [C]
[C]Đã có một lần [Am]một lần như thế tôi vừa quen em [F]
[G]Sao nghe trong tim [Dm7]bỗng thấy nôn nao những kỷ niệm buồn [G7]
[C]Đã có một lần một lần [Am]như thế thôi để lòng [Fmaj7]ai bỗng chơi vơi

Rồi người [F]như áng mây [G]trôi để lại [Dm7]tôi với tôi rồi em [G7]về
[C]Đã có một lần [Am]một lần như thế em vừa qua đây [F]
[G]Trong con tim tôi [Dm7]vốn đă hoang vu cỏ dại mọc đầy [G]
Sao tôi [C]buồn như thế, sao tôi lại [Am]bâng khuâng như thế
Sao tôi lại [F]chờ mong em đến thế [G]
"|NULL|"124"|"142"|NULL|NULL|"2013-07-13"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Trai-Tim-Hoang-Vu-Bang-Kieu/ZWZCC8C0.html"
"352"|"Trái Tim Không Ngủ Yên"|"trai tim khong ngu yen"|"[C]Nếu anh nói anh vẫn chưa [C]yêu,
là thật ra anh đang dối [G7]mình
[Am]Còn anh nói đã trót yêu em [C]rồi,
[Dm]là hình như anh đang dối [C]em.

[G]Rồi một ngày vắng [C]em
[G]bước chân buồn [Am]tênh
Rồi từng ngày nhớ em
trái [Dm]tim không ngủ [G7]yên

[C]Thôi! xin em [F]hãy
hờn [C]dỗi như ngày mới [Dm]quen nhau
[C]Thôi! xin em [F]hãy
hờ [C]hững như là đã xa [G7]nhau.

[C]Nếu anh nói anh muốn xa em,
là thật ra anh mong rất [G7]gần
[Am]Còn anh nói đã muốn quên em [C]rồi,
[Dm]là trong tim anh luôn nhớ [C]em."|NULL|"124"|"142"|NULL|NULL|"2013-07-13"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Trai-Tim-Khong-Ngu-Yen-My-Linh-Bang-Kieu/ZWZCC8CA.html"
"353"|"Chuyện Tình Không Suy Tư"|"chuyen tinh khong suy tu"|"Tình yêu [F#m]mới vừa [A]hôm qua
Mà nay mắt [Bm]trông mắt cay
Lệ nhòa [D]tan nguồn tin yêu
Lệ nhòa [E]trôi cơn [A]mê đầy
Người yêu [C#m]giờ [E]xa xôi lắm
Cướp mất thương [F#m]yêu
Em khóc cho [C#m]ai đêm [C#m]nay
Ai khóc cho [Bm]em ngày [C#7]mai
Người yêu khóc tình ngu si
Lệ khô đắm môi tím mi
Lệ tràn trôi tình yêu anh
Lệ tràn suy tư mang về
Người yêu gầy xanh xao quá
Đánh mất thương yêu
Em khóc cho ai đêm nay
Ai khóc [E]cho em ngày [F#m]mai
Thôi [A]em [F#m]về[Bm], thôi em [E]về
Dù anh [A]hay vô tình, [C#m]
Vì em [D], em còn suy [Bm]tư
Xa anh[Bm] rồi [E], [A]xa anh rồi
Còn đâu [Bm], còn [F#m]đâu nữa
Tìm đâu [E]mắt môi người [F#m]yêu
***
Tình yêu [F#m]sao còn [A]suy tư
Người đi [Bm]đã vui chốn xa
Người tình [D]xa tầm tay em
Người tình [E]xa em đi rồi
Người ơi [C#m]còn thương [E]chi nữa
Giết chết thơ ngây [F#m]
Em khóc cho [C#m]ai đêm [C#m]nay
Ai khóc [E]cho em ngày [F#m]mai "|NULL|"334"|"333"|NULL|NULL|"2013-07-13"|"user1"|"2013-07-14"|"user1"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Chuyen-Tinh-Khong-Suy-Tu-Thuy-Duong/ZWZAOA9I.html"
"354"|"Triệu Đóa Hồng"|"trieu doa hong"|"[Em]Chuyện một tình yêu anh họa sĩ
[Em]Gửi trong tranh [G]vẽ những nỗi [B]buồn
[B]Lòng anh thầm yêu nàng ca sĩ
[B7]Cô gái rất yêu bông hoa [Em]hồng

[Em]Tặng một đại dương hoa hồng thắm
[Em]Cho nàng ca [G]sĩ anh yêu [B]thầm
[B]Và cả phòng tranh anh đã bán
[B7]Bằng giọt máu nóng trái tim [Em]mình

[Em]Dưới ánh nắng sương long lanh triệu cành hồng khoe sắc [Am]thắm
[Am]Mỗi sáng sớm bên song thưa em bên hoa cười trong [Em]nắng
[Em]Sẽ diễm phúc cho ai kia được yêu thương tình say [Am]đắm
[Am]Sẽ mãi mãi như hoa [B7]kia trao cho em suốt cuộc [Am]đời.
"|NULL|"41"|"255"|NULL|NULL|"2013-07-13"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Trieu-doa-hong-Ngoc-Lan/IWZBA6CZ.html"
"355"|"Chuyện Tình Không Dĩ Vãng"|"chuyen tinh khong di vang"|"Vàng cây lá [Dm]bay, đôi tay [F]ngây buồn [Dm]mang suy tư về
Này đôi mắt [C]nhung, kiêu sa môi mềm tìm [F]đến cơn mê
Niềm tin đã [Dm]lạnh theo tháng [Gm]năm giá băng
Anh có nghe [F]ngoài phố đang kết hoa
Bao nhiêu sắc [C]hoa
Là bấy nhiêu tâm tình mang [A]ý thơ [Dm]mong chờ.
ĐK:
Nếu thương mến [Am]nhau mà sao lời [Dm]yêu thương đó
Bờ [D7]môi nào [Gm]đắn đo
Năm tháng xa [F]vời đời có vui với ai
Tà áo [C]xanh hoen màu thương mối [F]ân tình xưa
Yêu thì yêu [Dm]nhiều nhưng chưa biết [C]yêu được chi,
và ước mơ những gì
Hàng mi khép [Dm]mờ giăng mây [F]tím nhớ ai
Nhớ ai trong đêm [C]dài.. [Am]buông tóc [Dm]rối quên cay
Đèn soi bóng [Dm]đêm, sương [F]rơi chân mềm, [Dm]sao rơi bên thềm
Hàng cây giá [C]băng, xoay cơn mê đầy tìm [F]đến bên anh
Vòng tay ngỡ [Dm]ngàng nghe đắng môi [Gm]trắng đêm
Anh hỡi [F]anh lời hứa xưa đã phai
Anh ơi có [C]hay
Thành phố không đêm ngày [A]ai khóc [Dm]ai sau này… "|NULL|"334"|"79"|NULL|NULL|"2013-07-13"|"user1"|"2013-07-14"|"user1"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Chuyen-Tinh-Khong-Di-Vang-Quang-Le/ZW66WE09.html"
"356"|"Trường Sơn Đông Trường Sơn Tây"|"truong son dong truong son tay"|"Cùng mắc [Am]võng trên rừng Trường Sơn
Hai đứa [C]ở hai đầu xa [Am]thẳm
Ðường ra [C]trận mùa này đẹp [G]lắm
Trường Sơn [Em]Ðông nhớ Trường Sơn [Am]Tây.
(Đoạn sau tương tự)

Một dãy núi mà hai màu mây
Nơi nắng nơi mưa, khí trời cũng khác
Như anh với em, như Nam với Bắc
Như Ðông với Tây một dải rừng liền.

Trường Sơn tây anh đi, thương em
Bên ấy mưa nhiều, con đường gánh gạo
Muỗi bay rừng già cho dài tay áo
Rau hết rồi, em có lấy măng không.

Em thương anh bên tây mùa đông
Bướm khe cạn nước bay lèn đá
Biết lòng Anh say miền đất lạ
Chắc em lo đường chắn bom thù

Anh lên xe, trời đổ cơn mưa
Cái gạt nước xua tan nỗi nhớ
Em xuống núi nắng về rực rỡ
Cái nhành cây gạt nỗi riêng tư.

Ðông sang tây không phải đường như
Ðường chuyển đạn và đường chuyển gạo
Ðông Trường Sơn, cô gái ""ba sẵng sàng"" xanh áo
Tây Trường Sơn bộ đội áo màu xanh.

Từ nơi em gửi đến nơi anh
Những đoàn quân, trùng trùng ra trận
Như tình yêu nối lời vô tận
Ðông Trường Sơn, nối tây Trường Sơn."|NULL|NULL|NULL|NULL|NULL|"2013-07-13"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Truong-Son-Dong-Truong-Son-Tay-Various-Artists/ZWZCEOFE.html"
"357"|"Tự Khúc Mùa Đông"|"tu khuc mua dong"|"Ngỡ như đêm mùa [Am]đông thoáng [G]nghe gió [Am]lạnh.
Ngỡ như trong vòng [Am]tay mãi [G]không cách [C]xa.
Có hay chăng tình [Am]ai với [G]ai trễ [Am]hẹn.
Đám lá khô theo [Dm]gió [Em]xa xăm mùa [Am]đông.

Đã như chim trời [Am]bay với [G]bao ước [Am]vọng.
Đã như quên lời [Am]ru tháng [G]năm dấu [C]yêu.
Những đêm sao lặng [Am]im với [G]tôi khóc [Am]thầm.
Nếu như em còn đây [Dm]thấu [Em]chăng tình [Am]tôi.

[C]Mong manh bao nhớ nhung tình [G]yêu héo [F]mòn.
[C]Liêu xiêu con phố quen còn [Am]đó.
[F]Ai trông ai ngóng ai dường [G]như xác [F]xơ.
[F]Mang trong tim nỗi [Em]đau ngút [Am]ngàn.

[Am]Đêm đêm luôn có [F]tôi ngồi [Em]đây với [F]trời.
[F]Đang trông theo gót [Em]xưa mòn [Am]lối.
[Am]Đôi chim bay có [G]nhau nhìn [Em]tôi rất [F]buồn.
[Dm]Thương thân tôi lẻ [Em]loi rã [Am]rời.
"|NULL|"287"|"252"|NULL|NULL|"2013-07-13"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Tu-Khuc-Mua-Dong-Lam-Truong/ZWZ9BOO8.html"
"358"|"Chuyện Tình Hoa Mười Giờ"|"chuyen tinh hoa muoi gio"|"Ngày xưa, [A]em hay nói thích hoa mười giờ
Nên anh hay tìm [D]tặng cho em những cánh [A]hoa màu tím
Em hay nói rằng, [D]hoa [E]tím còn khoe sắc [Am-A]ta còn yêu nhau
Dẫu xa muôn trùng, mình đừng [E]quên những [A]câu hẹn thề.
Một hôm, anh không [E]đến công [A]viên hẹn hò
Cho em anh chờ, [D]bờ mi xinh đẳm ướt [A]khăn lệ thấm
Khi anh giãi bày, [E7]em chẳng màng chỉ khóc quay [A]mặt đi thôi
Biết em hiểu [E7]lầm, rồi giận anh chẳng [A]trao một câụ
ĐK:
Rồi thời gian qua ta chia cách nghìn [F#m]nơi
Anh đi chưa trở [C#m]về
Cuộc đời phong [Bm]sương
Nhưng trong tim anh từng [A]đêm vẫn nhớ [Amaj7]em vô vàn
Hằng mơ một mai xe hoa đến nhà em
Cho em thôi giận hờn
Nào ngờ tơ [E7]duyên xưa anh chưa kịp được nói
Mà nàng đã mất [E]đi
Làm [A]sao không thổn [E]thức lúc [Am]quay trở về
Bên ngôi mộ [D]buồn, nhìn [Em7]mây bay tan tác [A]trong hoàng hôn
Anh xin hứa [D]rằng, cho dẫu nàng vĩnh viễn [A]xa lìa trần gian
Chẳng yêu ai [E]ngoài, người tình xưa mến yêu [A]hoa mươì giờ ... "|NULL|"335"|"79"|NULL|NULL|"2013-07-13"|"user1"|"2013-07-14"|"user1"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Chuyen-Tinh-Hoa-Muoi-Gio-Quang-Le/ZW66WE0A.html"
"359"|"Tự Khúc Ngày Sinh "|"tu khuc ngay sinh "|"[C] Đêm nguyên sơ [Am]khi tôi chào đời
Mẹ [F]vơi cơn đau yêu thương nghẹn [G]lời
Dòng sữa [C]nóng ấm áp lời ru bên [F]nôi
Chắt [Dm]chiu nuôi tôi nên [G]người

[C] Mỗi sáng sớm ôm [Am]tôi vào lòng
Tình [F]cha mênh mông bao la biển [G]rộng
Chập [C]chững bước tôi đi tuổi [F]thơ qua mau
Chấp chới [G]bay những khát [C]khao

Bao năm [C]qua cánh [Em]chim muôn phương trời 
[F]Giữa nắng gió cuốn [G]trôi
Yêu thương ơi chốn nao nơi xa vời
[Fm] Khi đơn côi rã [G]rời

[C] Lúc nước mắt thay [Am]cho nụ cười
Gọi [F]tên đêm xưa ký [G]ức ngây thơ
Dịu [C]êm trong mơ dòng [Am]sữa mẹ hiền
Vòng [F]tay cha xóa [G]tan bao ưu [C]phiền

Vượt qua ngàn sóng [Am]gió cánh chim [Em]về giữa muôn [Am]trùng 
[F]Vang giữa đêm [F]lạnh tiếng khóc nguyên [G]sơ
Vượt qua ngàn sóng [Am]gió cánh chim [Em]về giữa muôn [Am]trùng
Dưới mái nhà [F]xưa giấc [G]mơ đêm [C]hồng"|NULL|"34"|"336"|NULL|NULL|"2013-07-13"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Tu-Khuc-Ngay-Sinh-Minh-Quan/IW6IZE9B.html"
"360"|"Tự Nguyện"|"tu nguyen"|"Intro : [C] – [Am] – [Dm] – [G7] – [C]

Nếu là [Am] chim, tôi sẽ [C] là loài bồ câu [Em] trắng
Nếu là [Am] hoa, tôi sẽ [C] là một đóa hướng [dm] dương
Nếu là [G] mây, tôi sẽ [Am] là một vầng mây [Em] ấm
(Nếu) là [G7] người, tôi sẽ chết cho quê [C] hương.

Là chim, tôi sẽ cất cao đôi cánh [G] mềm
Từ [C] Nam ra ngoài Bắc báo tin nối [G] liền
Là [F] hoa, tôi [dm] nở tình yêu ban [G] sớm
Cùng [G7] muôn trái tim ngất say hoà [C]bình

Là mây, theo làn gió tung bay khắp [G] trời
Nghìn [C] xưa oai hùng đó tôi xin tiếp [G] lời
Là [Em] người, xin [C] một lần khi ngã [F] xuống
Cùng anh [G7] em đứng lên phất cao ngọn [C]cờ
"|NULL|"338"|"337"|NULL|NULL|"2013-07-13"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Tu-Nguyen-Hoang-Tho/IWZ96BEC.html"
"361"|"Tuổi Đá Buồn"|"tuoi da buon"|"[Dm] Trời còn làm mưa, mưa rơi mênh mang
Từng ngón tay [F] buồn, [Gm] em mang em mang
Đi về giáo [Dm] đường ngày chủ nhật [A7] buồn
Còn [A7] ai [Dm] còn [F] ai
[Gm] Đóa hoa [E] hồng cài lên tóc [A7] mây
Ôi đường phố [Dm] dài, lời ru miệt [A7] mài
Ngàn [A7] năm ngàn [Bb] năm
[Gm] Ru em nồng [A7] nàn
[Bb] Ru em nồng [Dm] nàn

[Dm] Trời còn làm mây, mây trôi lang thang
Sợi tóc em [F] bồng, [Gm] Trôi nhanh trôi nhanh
Như giòng nước [Dm] hiền, ngày chủ nhật [A7] buồn
Còn [A7] ai [Dm] còn [F] ai
[Gm] Đóa hoa [E] hồng vùi quên trong [A7] tay …

Ôi đường phố [Dm] dài, lời ru miệt [A7] mài
Ngàn [A7] năm ngàn [Bb] năm
[Gm] Ru em giận [A7] hờn
[Bb] Ru em giận [Dm] hờn

[D] Trời còn làm [G] mưa, mưa rơi mưa rơi
Từng phiến băng [D] dài, trên hai tay xuôi
Tuổi buồn em [G] mang, đi trong hư vô
Ngày qua hững [D] hờ …
[D] Trời còn làm [G] mưa, mưa rơi mưa rơi
Từng phiến mây [D] hồng, em mang trên vai
Tuổi buồn như [Dm] lá, gió mãi cuốn [Gm] đi
[A7] Quay tận cuối [Dm] trời

[Dm] Trời còn làm mưa, mưa rơi thênh thang
Từng gót chân [F] trần, [Gm] em quên em quên
Ôi miền giáo [Dm] đường, ngày chủ nhật [A7] buồn
Còn [A7] ai [Dm] còn [F] ai
[Gm] Đóa hoa [E] hồng tàn hôn lên [A7] môi …
Em gầy ngón [Dm] dài, lời ru miệt [A7] mài
Ngàn [A7] năm ngàn [Bb] năm
[Gm] Ru em muộn [A7] phiền
[Bb] Ru em bạc [Dm] lòng
"|NULL|"45"|"89"|NULL|NULL|"2013-07-13"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Tuoi-Da-Buon-Quang-Dung/ZWZ9800U.html"
"362"|"Ước Gì"|"uoc gi"|"[G] Anh đã sống những đêm trời [B7] có ánh trăng chiếu [Em] vào
Anh đã [C] sống những đêm ngoài [Am] kia biển ru bờ [B7] cát
[Em] Ước gì em ở [Bm] đây giờ này
[C] Ước gì em cùng [G] anh chuyện trò,
Cùng nhau [Am] nghe sóng xô ghềnh [C] đá ngàn câu hát [D] yên bình

Anh đã [G] biết cô đơn là [B7] thế mỗi khi cách [Em] xa em
Từng đàn [C] chim cuối chân trời [Am] biếc tìm nơi bình [B7] yên
[Em] Ước gì em ở [Bm] đây giờ này
[C] Ước gì anh được [G] nghe giọng cười,
Và hơi [Am] ấm đã bao ngày [C] qua mình luôn sát [D] vai kề
[C] Anh xa em đã [G] bao ngày rồi,
Nghe [Am] như tháng [D] năm ngừng [G] trôi
Khi xa [Em] anh nhớ em thật [Bm] nhiều, này [C] người yêu anh [D] hỡi

[G] Ước gì anh đã [D] không lỡ lời
[Em] Ước gì ta đừng [Bm] có giận hơn
Để giờ [C] đây cô đơn vắng [D] tanh
Đời anh đã [Am] mất em [D] rồi
[G] Ước gì cho thời [D] gian trở lại
[Em] Ước gì anh gặp [Bm] em một lần
Anh sẽ [C] nói anh luôn nhớ [D] em
Và anh chỉ [Am] có em [G] thôi.. 
"|NULL|"229"|"29"|NULL|NULL|"2013-07-13"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Uoc-Gi-My-Tam/ZW6OWZZZ.html"
"363"|"Chuyện Tình Dưới Mưa"|"chuyen tinh duoi mua"|"Hạnh phúc [C]với anh là những [G]giây p hút bên em
Thế nhưng [Am]cũng là cơn mưa [Em]bay th oáng qua thôi.
Chỉ đư [F]ợc bên em một phút giây, [C]dẫu ước mo ng bên em cả đời
Đ [Dm]ến lúc nào rồi [G]mưa cũng phải tan...
(tương tự)
Và mây kéo đi để thấy những ánh nắng vàng,
Chỉ có mặt trời mãi mãi sưởi ấm tim em,
Rồi cơn mưa anh dần héo khô giống như ngàn cơn mưa khác.
cũng tr [Dm]ôi vào trong ký ức, [G]vào [Am]lãng quên, như vô hình...
Thà l [Am]àm cơn mưa [G]bên em [Am]dẫu đôi lần
Còn h [F]ơn bay lang thang [G]theo gió [Am]hoài nơi đâu.
Ngày nào [F]khi em cần [G]cơn mưa, [Em]anh sẽ [Am]đ ến với bao tiếng cười
Để em [F]đ ược bình [G]yên dẫu t[E7]rong khoảnh khắc thôi...
Tìm nơi đâu bao nhiêu hạnh phúc xa vời
Chợt nhận ra bao nhiêu yêu thương ngoài tay với,
Ngày mai khi anh tìm về nơi mà em đã khóc trên cánh đồng,
Nơi [Dm]đó còn [G]có em chờ k[Am]hông? "|NULL|"246"|"25"|NULL|NULL|"2013-07-13"|"user1"|"2013-07-14"|"user1"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Chuyen-Tinh-Duoi-Mua-Tan-Khanh/ZWZB769Z.html"
"364"|"Ước Mơ Cho Một Ngày Mai"|"uoc mo cho mot ngay mai"|"Từng ngày [E] trôi với em thật [B] êm đềm
Từng đêm [A] qua giấc mơ đầy [E] tiếng cười
Và cuộc [A] sống với em luôn sắc [A] hồng
Em đâu [C7] biết mái hiên gần [B] bên

Một đứa bé co ro trong mưa lạnh
Cọc vé số ánh mắt như van nài
Một bà lão lom khom với gánh hàng
Và đây đó tiếng kêu lầm than... bộn bề

Thời [A] gian qua nhanh nào biết đợi chờ
Cuốn [E] theo bao nhiêu kiếp người
Cùng [A] cực tật nguyền buồn sầu lo toan
Làm [B] sao vơi đi mọi [E] nỗi [B] đau

Bạn ơi chung vai ta hãy giang tay
Xua tan bao nhiêu nỗi sầu
Để cho bao nhiêu em thơ cụ già
Mỉm cười nhìn ngày trôi qua
"|NULL|"340"|"145"|NULL|NULL|"2013-07-13"|"admin"|"2013-07-14"|"admin"|"Unpublished"|"http://mp3.zing.vn/bai-hat/Uoc-Mo-Cho-Ngay-Mai-MTV/ZWZ990ED.html"
